Unit,Unit Type,SqFt,Renewal/Trade Out ,Lease Start Dates,Market Rent at Lease Execution,Prior Rent LER,New LER,Prior Rent LER SqFt,$/mo,Renewed LER SqFt,$ psf/mo,
1412,B2HC0E71,1199,New,7/15/2023,"$2,467.00","$2,076.00","$1,920.00", $1.73 , $(156.00), $1.60 , $(0.13),
1405,A1BC0E71,746,Renewal,7/18/2023,"$1,830.00","$1,494.00","$1,569.00", $2.00 , $75.00 , $2.10 , $0.10 ,
1407,A1AC0E71,732,Renewal,7/18/2023,"$2,467.00","$1,504.00","$1,566.00", $2.05 , $62.00 , $2.14 , $0.08 ,
1203,A1BC0E71,746,New,7/20/2023,"$1,830.00","$1,600.00","$1,550.00", $2.14 , $(50.00), $2.08 , $(0.07),
1101,B2AC0E71,1041,New,7/21/2023,"$2,141.00","$1,995.00","$1,930.00", $1.92 , $(65.00), $1.85 , $(0.06),
1007,A1AC0E71,732,New,7/24/2023,"$1,842.00","$1,504.00","$1,590.00", $2.05 , $86.00 , $2.17 , $0.12 ,
1109,A1BC0E71,746,Renewal,7/26/2023,"$1,830.00","$1,512.00","$1,731.00", $2.03 , $219.00 , $2.32 , $0.29 ,
1423,B2BC0E71,1087,New,7/26/2023,"$2,207.00","$1,970.00","$1,955.00", $1.81 , $(15.00), $1.80 , $(0.01),
1301,B2AC0E71,1041,Renewal,7/27/2023,"$2,141.00","$2,299.23","$2,135.00", $2.21 , $(164.23), $2.05 , $(0.16),
2402,B2AC0E71,1041,Renewal,7/28/2023,"$2,171.00","$1,828.75","$2,002.00", $1.76 , $173.25 , $1.92 , $0.17 ,
2416,A1BC0E71,1087,New ,7/28/2023,"$1,860.00","$1,453.00","$1,640.00", $1.34 , $187.00 , $1.51 , $0.17 ,
1306,A1FC0E71,870,Renewal,7/29/2023,"$1,944.00","$1,648.00","$1,678.00", $1.89 , $30.00 , $1.93 , $0.03 ,
1123,B2BC0E71,1087,Renewal,7/29/2023,"$2,207.00","$2,000.00","$2,065.00", $1.84 , $65.00 , $1.90 , $0.06 ,
1424,A2IC0E71,1207,New,7/29/2023,"$2,372.00","$2,163.00","$1,920.00", $1.79 , $(243.00), $1.59 , $(0.20),
1322,A2DC0E71,1109,New,7/29/2023,"$2,247.00","$2,020.00","$1,930.00", $1.82 , $(90.00), $1.74 , $(0.08),
2220,A1BC0E71,746,Renewal,8/1/2023,"$1,830.00","$1,522.15","$1,905.00", $2.04 , $382.85 , $2.55 , $0.51 ,
2501,B2AC0E71,1041,New,8/1/2023,"$2,141.00","$1,629.00","$1,775.00", $1.56 , $146.00 , $1.71 , $0.14 ,
2209,A1BC0E71,746,New,8/4/2023,"$1,830.00","$1,564.62","$1,620.00", $2.10 , $55.38 , $2.17 , $0.07 ,
2425,B2AC0E71,732,New,8/5/2023,"$2,141.00","$1,837.85","$1,775.00", $2.51 , $(62.85), $2.42 , $(0.09),
1318,B2JC0E71,1479,New,8/5/2023,"$2,662.00","$2,178.46","$2,130.00", $1.47 , $(48.46), $1.44 , $(0.03),
2503,A1BC0E71,746,New,8/7/2023,"$1,780.00","$1,733.00","$1,505.00", $2.32 , $(228.00), $2.02 , $(0.31),
1202,B2AC0E71,1041,New,8/10/2023,"$2,141.00","$1,900.00","$1,775.00", $1.83 , $(125.00), $1.71 , $(0.12),
1202,B2AC0E71,1041,New,8/10/2023,"$2,141.00","$1,900.00","$1,775.00", $1.83 , $(125.00), $1.71 , $(0.12),
1323,B2BC0E71,1087,Renewal,8/12/2023,"$2,257.00","$1,984.58","$2,176.00", $1.83 , $191.42 , $2.00 , $0.18 ,
2518,B2EC0E71,1132,Renewal,8/14/2023,"$2,282.00","$1,998.46","$2,250.00", $1.77 , $251.54 , $1.99 , $0.22 ,
1518,B2JC0E71,1479,New,8/14/2023,"$2,662.00","$2,384.00","$2,105.00", $1.61 , $(279.00), $1.42 , $(0.19),
